id	name	goodsType	imageId	bindType	overlapCount	level	effectId	desc	recycling	recyclePrice	only	offlineDie	discard	printlog	qualityType	lvLimit	suitId	suitGroupId	activateType	deadline	expireType	secondType	equipslotType	career	resId	gemType	openHoleNum	maxStarLevel	attriNum	atk	rit	baseMaxHP	baseMaxMP	hit	dodge	critAtk	critRit	gs	sex	upgradeId
4100703	元帅的雷霆武器	5	24	2	1	100		元帅的雷霆武器	1	1000	0	0	1	0	7	100	1007	7				3	3	-1		2	10	20	3	2254	0	0	0	0	0	0	0		-1	4110703
4100704	元帅的雷霆胸甲	5	14	2	1	100		元帅的雷霆胸甲	1	1000	0	0	1	0	7	100	1007	7				4	4	-1		3	10	20	3	0	1352	0	0	0	0	0	0		-1	4110704
4100705	元帅的雷霆戒指	5	22	2	1	100		元帅的雷霆戒指	1	1000	0	0	1	0	7	100	1007	7				5	5	-1		7	10	20	3	0	0	0	0	0	495	0	0		-1	4110705
4100706	元帅的雷霆裤子	5	16	2	1	100		元帅的雷霆裤子	1	1000	0	0	1	0	7	100	1007	7				6	6	-1		3	10	20	3	0	580	0	0	0	0	0	0		-1	4110706
4100707	元帅的雷霆腰带	5	15	2	1	100		元帅的雷霆腰带	1	1000	0	0	1	0	7	100	1007	7				7	7	-1		1	10	20	3	0	0	7245	0	0	0	0	0		-1	4110707
4100708	元帅的雷霆鞋子	5	17	2	1	100		元帅的雷霆鞋子	1	1000	0	0	1	0	7	100	1007	7				8	8	-1		6	10	20	3	0	0	0	0	495	0	0	0		-1	4110708
4100709	元帅的雷霆手套	5	20	2	1	100		元帅的雷霆手套	1	1000	0	0	1	0	7	100	1007	7				9	9	-1		2	10	20	3	966	0	0	0	0	0	0	0		-1	4110709
4110300	新兵的屠戮头盔	5	13	2	1	110		新兵的屠戮头盔	1	1000	0	0	1	0	3	110						0	0	-1		1	7	20	3	0	0	6451	0	0	0	0	0		-1	4120300
4110301	新兵的屠戮项链	5	23	2	1	110		新兵的屠戮项链	1	1000	0	0	1	0	3	110						1	1	-1		4	7	20	3	0	0	0	0	0	0	250	0		-1	4120301
4110302	新兵的屠戮肩甲	5	21	2	1	110		新兵的屠戮肩甲	1	1000	0	0	1	0	3	110						2	2	-1		5	7	20	3	0	0	0	0	0	0	0	250		-1	4120302
4110303	新兵的屠戮武器	5	24	2	1	110		新兵的屠戮武器	1	1000	0	0	1	0	3	110						3	3	-1		2	7	20	3	860	0	0	0	0	0	0	0		-1	4120303
4110304	新兵的屠戮胸甲	5	14	2	1	110		新兵的屠戮胸甲	1	1000	0	0	1	0	3	110						4	4	-1		3	7	20	3	0	516	0	0	0	0	0	0		-1	4120304
4110305	新兵的屠戮戒指	5	22	2	1	110		新兵的屠戮戒指	1	1000	0	0	1	0	3	110						5	5	-1		7	7	20	3	0	0	0	0	0	250	0	0		-1	4120305
4110306	新兵的屠戮裤子	5	16	2	1	110		新兵的屠戮裤子	1	1000	0	0	1	0	3	110						6	6	-1		3	7	20	3	0	221	0	0	0	0	0	0		-1	4120306
4110307	新兵的屠戮腰带	5	15	2	1	110		新兵的屠戮腰带	1	1000	0	0	1	0	3	110						7	7	-1		1	7	20	3	0	0	2765	0	0	0	0	0		-1	4120307
4110308	新兵的屠戮鞋子	5	17	2	1	110		新兵的屠戮鞋子	1	1000	0	0	1	0	3	110						8	8	-1		6	7	20	3	0	0	0	0	250	0	0	0		-1	4120308
4110309	新兵的屠戮手套	5	20	2	1	110		新兵的屠戮手套	1	1000	0	0	1	0	3	110						9	9	-1		2	7	20	3	369	0	0	0	0	0	0	0		-1	4120309
4110400	勇士的屠戮头盔	5	13	2	1	110		勇士的屠戮头盔	1	1000	0	0	1	0	4	110						0	0	-1		1	8	20	3	0	0	8064	0	0	0	0	0		-1	4120400
4110401	勇士的屠戮项链	5	23	2	1	110		勇士的屠戮项链	1	1000	0	0	1	0	4	110						1	1	-1		4	8	20	3	0	0	0	0	0	0	250	0		-1	4120401
4110402	勇士的屠戮肩甲	5	21	2	1	110		勇士的屠戮肩甲	1	1000	0	0	1	0	4	110						2	2	-1		5	8	20	3	0	0	0	0	0	0	0	250		-1	4120402
4110403	勇士的屠戮武器	5	24	2	1	110		勇士的屠戮武器	1	1000	0	0	1	0	4	110						3	3	-1		2	8	20	3	1075	0	0	0	0	0	0	0		-1	4120403
4110404	勇士的屠戮胸甲	5	14	2	1	110		勇士的屠戮胸甲	1	1000	0	0	1	0	4	110						4	4	-1		3	8	20	3	0	645	0	0	0	0	0	0		-1	4120404
4110405	勇士的屠戮戒指	5	22	2	1	110		勇士的屠戮戒指	1	1000	0	0	1	0	4	110						5	5	-1		7	8	20	3	0	0	0	0	0	250	0	0		-1	4120405
4110406	勇士的屠戮裤子	5	16	2	1	110		勇士的屠戮裤子	1	1000	0	0	1	0	4	110						6	6	-1		3	8	20	3	0	276	0	0	0	0	0	0		-1	4120406
4110407	勇士的屠戮腰带	5	15	2	1	110		勇士的屠戮腰带	1	1000	0	0	1	0	4	110						7	7	-1		1	8	20	3	0	0	3456	0	0	0	0	0		-1	4120407
4110408	勇士的屠戮鞋子	5	17	2	1	110		勇士的屠戮鞋子	1	1000	0	0	1	0	4	110						8	8	-1		6	8	20	3	0	0	0	0	250	0	0	0		-1	4120408
4110409	勇士的屠戮手套	5	20	2	1	110		勇士的屠戮手套	1	1000	0	0	1	0	4	110						9	9	-1		2	8	20	3	461	0	0	0	0	0	0	0		-1	4120409
4110500	少校的屠戮头盔	5	13	2	1	110		少校的屠戮头盔	1	1000	0	0	1	0	5	110	1105	5				0	0	-1		1	9	20	3	0	0	10080	0	0	0	0	0		-1	4120500
4110501	少校的屠戮项链	5	23	2	1	110		少校的屠戮项链	1	1000	0	0	1	0	5	110	1105	5				1	1	-1		4	9	20	3	0	0	0	0	0	0	350	0		-1	4120501
4110502	少校的屠戮肩甲	5	21	2	1	110		少校的屠戮肩甲	1	1000	0	0	1	0	5	110	1105	5				2	2	-1		5	9	20	3	0	0	0	0	0	0	0	350		-1	4120502
4110503	少校的屠戮武器	5	24	2	1	110		少校的屠戮武器	1	1000	0	0	1	0	5	110	1105	5				3	3	-1		2	9	20	3	1344	0	0	0	0	0	0	0		-1	4120503
4110504	少校的屠戮胸甲	5	14	2	1	110		少校的屠戮胸甲	1	1000	0	0	1	0	5	110	1105	5				4	4	-1		3	9	20	3	0	806	0	0	0	0	0	0		-1	4120504
4110505	少校的屠戮戒指	5	22	2	1	110		少校的屠戮戒指	1	1000	0	0	1	0	5	110	1105	5				5	5	-1		7	9	20	3	0	0	0	0	0	350	0	0		-1	4120505
4110506	少校的屠戮裤子	5	16	2	1	110		少校的屠戮裤子	1	1000	0	0	1	0	5	110	1105	5				6	6	-1		3	9	20	3	0	346	0	0	0	0	0	0		-1	4120506
4110507	少校的屠戮腰带	5	15	2	1	110		少校的屠戮腰带	1	1000	0	0	1	0	5	110	1105	5				7	7	-1		1	9	20	3	0	0	4320	0	0	0	0	0		-1	4120507
4110508	少校的屠戮鞋子	5	17	2	1	110		少校的屠戮鞋子	1	1000	0	0	1	0	5	110	1105	5				8	8	-1		6	9	20	3	0	0	0	0	350	0	0	0		-1	4120508
4110509	少校的屠戮手套	5	20	2	1	110		少校的屠戮手套	1	1000	0	0	1	0	5	110	1105	5				9	9	-1		2	9	20	3	576	0	0	0	0	0	0	0		-1	4120509
4110600	将军的屠戮头盔	5	13	2	1	110		将军的屠戮头盔	1	1000	0	0	1	0	6	110	1106	6				0	0	-1		1	10	20	3	0	0	14112	0	0	0	0	0		-1	4120600
4110601	将军的屠戮项链	5	23	2	1	110		将军的屠戮项链	1	1000	0	0	1	0	6	110	1106	6				1	1	-1		4	10	20	3	0	0	0	0	0	0	450	0		-1	4120601
4110602	将军的屠戮肩甲	5	21	2	1	110		将军的屠戮肩甲	1	1000	0	0	1	0	6	110	1106	6				2	2	-1		5	10	20	3	0	0	0	0	0	0	0	450		-1	4120602
4110603	将军的屠戮武器	5	24	2	1	110		将军的屠戮武器	1	1000	0	0	1	0	6	110	1106	6				3	3	-1		2	10	20	3	1882	0	0	0	0	0	0	0		-1	4120603
4110604	将军的屠戮胸甲	5	14	2	1	110		将军的屠戮胸甲	1	1000	0	0	1	0	6	110	1106	6				4	4	-1		3	10	20	3	0	1129	0	0	0	0	0	0		-1	4120604
4110605	将军的屠戮戒指	5	22	2	1	110		将军的屠戮戒指	1	1000	0	0	1	0	6	110	1106	6				5	5	-1		7	10	20	3	0	0	0	0	0	450	0	0		-1	4120605
4110606	将军的屠戮裤子	5	16	2	1	110		将军的屠戮裤子	1	1000	0	0	1	0	6	110	1106	6				6	6	-1		3	10	20	3	0	484	0	0	0	0	0	0		-1	4120606
4110607	将军的屠戮腰带	5	15	2	1	110		将军的屠戮腰带	1	1000	0	0	1	0	6	110	1106	6				7	7	-1		1	10	20	3	0	0	6048	0	0	0	0	0		-1	4120607
4110608	将军的屠戮鞋子	5	17	2	1	110		将军的屠戮鞋子	1	1000	0	0	1	0	6	110	1106	6				8	8	-1		6	10	20	3	0	0	0	0	450	0	0	0		-1	4120608
4110609	将军的屠戮手套	5	20	2	1	110		将军的屠戮手套	1	1000	0	0	1	0	6	110	1106	6				9	9	-1		2	10	20	3	806	0	0	0	0	0	0	0		-1	4120609
4110700	元帅的屠戮头盔	5	13	2	1	110		元帅的屠戮头盔	1	1000	0	0	1	0	7	110	1107	7				0	0	-1		1	11	20	3	0	0	20160	0	0	0	0	0		-1	4120700
4110701	元帅的屠戮项链	5	23	2	1	110		元帅的屠戮项链	1	1000	0	0	1	0	7	110	1107	7				1	1	-1		4	11	20	3	0	0	0	0	0	0	550	0		-1	4120701
4110702	元帅的屠戮肩甲	5	21	2	1	110		元帅的屠戮肩甲	1	1000	0	0	1	0	7	110	1107	7				2	2	-1		5	11	20	3	0	0	0	0	0	0	0	550		-1	4120702
4110703	元帅的屠戮武器	5	24	2	1	110		元帅的屠戮武器	1	1000	0	0	1	0	7	110	1107	7				3	3	-1		2	11	20	3	2688	0	0	0	0	0	0	0		-1	4120703
4110704	元帅的屠戮胸甲	5	14	2	1	110		元帅的屠戮胸甲	1	1000	0	0	1	0	7	110	1107	7				4	4	-1		3	11	20	3	0	1613	0	0	0	0	0	0		-1	4120704
4110705	元帅的屠戮戒指	5	22	2	1	110		元帅的屠戮戒指	1	1000	0	0	1	0	7	110	1107	7				5	5	-1		7	11	20	3	0	0	0	0	0	550	0	0		-1	4120705
4110706	元帅的屠戮裤子	5	16	2	1	110		元帅的屠戮裤子	1	1000	0	0	1	0	7	110	1107	7				6	6	-1		3	11	20	3	0	691	0	0	0	0	0	0		-1	4120706
4110707	元帅的屠戮腰带	5	15	2	1	110		元帅的屠戮腰带	1	1000	0	0	1	0	7	110	1107	7				7	7	-1		1	11	20	3	0	0	8640	0	0	0	0	0		-1	4120707
4110708	元帅的屠戮鞋子	5	17	2	1	110		元帅的屠戮鞋子	1	1000	0	0	1	0	7	110	1107	7				8	8	-1		6	11	20	3	0	0	0	0	550	0	0	0		-1	4120708
4110709	元帅的屠戮手套	5	20	2	1	110		元帅的屠戮手套	1	1000	0	0	1	0	7	110	1107	7				9	9	-1		2	11	20	3	1152	0	0	0	0	0	0	0		-1	4120709
4120300	新兵的巨龙头盔	5	13	2	1	120		新兵的巨龙头盔	1	1000	0	0	1	0	3	120						0	0	-1		1	8	20	3	0	0	7627	0	0	0	0	0		-1	4130300
4120301	新兵的巨龙项链	5	23	2	1	120		新兵的巨龙项链	1	1000	0	0	1	0	3	120						1	1	-1		4	8	20	3	0	0	0	0	0	0	275	0		-1	4130301
4120302	新兵的巨龙肩甲	5	21	2	1	120		新兵的巨龙肩甲	1	1000	0	0	1	0	3	120						2	2	-1		5	8	20	3	0	0	0	0	0	0	0	275		-1	4130302
4120303	新兵的巨龙武器	5	24	2	1	120		新兵的巨龙武器	1	1000	0	0	1	0	3	120						3	3	-1		2	8	20	3	1017	0	0	0	0	0	0	0		-1	4130303
4120304	新兵的巨龙胸甲	5	14	2	1	120		新兵的巨龙胸甲	1	1000	0	0	1	0	3	120						4	4	-1		3	8	20	3	0	610	0	0	0	0	0	0		-1	4130304
4120305	新兵的巨龙戒指	5	22	2	1	120		新兵的巨龙戒指	1	1000	0	0	1	0	3	120						5	5	-1		7	8	20	3	0	0	0	0	0	275	0	0		-1	4130305
4120306	新兵的巨龙裤子	5	16	2	1	120		新兵的巨龙裤子	1	1000	0	0	1	0	3	120						6	6	-1		3	8	20	3	0	262	0	0	0	0	0	0		-1	4130306
4120307	新兵的巨龙腰带	5	15	2	1	120		新兵的巨龙腰带	1	1000	0	0	1	0	3	120						7	7	-1		1	8	20	3	0	0	3269	0	0	0	0	0		-1	4130307
4120308	新兵的巨龙鞋子	5	17	2	1	120		新兵的巨龙鞋子	1	1000	0	0	1	0	3	120						8	8	-1		6	8	20	3	0	0	0	0	275	0	0	0		-1	4130308
4120309	新兵的巨龙手套	5	20	2	1	120		新兵的巨龙手套	1	1000	0	0	1	0	3	120						9	9	-1		2	8	20	3	436	0	0	0	0	0	0	0		-1	4130309
4120400	勇士的巨龙头盔	5	13	2	1	120		勇士的巨龙头盔	1	1000	0	0	1	0	4	120						0	0	-1		1	9	20	3	0	0	9534	0	0	0	0	0		-1	4130400
4120401	勇士的巨龙项链	5	23	2	1	120		勇士的巨龙项链	1	1000	0	0	1	0	4	120						1	1	-1		4	9	20	3	0	0	0	0	0	0	275	0		-1	4130401
4120402	勇士的巨龙肩甲	5	21	2	1	120		勇士的巨龙肩甲	1	1000	0	0	1	0	4	120						2	2	-1		5	9	20	3	0	0	0	0	0	0	0	275		-1	4130402
4120403	勇士的巨龙武器	5	24	2	1	120		勇士的巨龙武器	1	1000	0	0	1	0	4	120						3	3	-1		2	9	20	3	1271	0	0	0	0	0	0	0		-1	4130403
4120404	勇士的巨龙胸甲	5	14	2	1	120		勇士的巨龙胸甲	1	1000	0	0	1	0	4	120						4	4	-1		3	9	20	3	0	763	0	0	0	0	0	0		-1	4130404
4120405	勇士的巨龙戒指	5	22	2	1	120		勇士的巨龙戒指	1	1000	0	0	1	0	4	120						5	5	-1		7	9	20	3	0	0	0	0	0	275	0	0		-1	4130405
4120406	勇士的巨龙裤子	5	16	2	1	120		勇士的巨龙裤子	1	1000	0	0	1	0	4	120						6	6	-1		3	9	20	3	0	327	0	0	0	0	0	0		-1	4130406
4120407	勇士的巨龙腰带	5	15	2	1	120		勇士的巨龙腰带	1	1000	0	0	1	0	4	120						7	7	-1		1	9	20	3	0	0	4086	0	0	0	0	0		-1	4130407
4120408	勇士的巨龙鞋子	5	17	2	1	120		勇士的巨龙鞋子	1	1000	0	0	1	0	4	120						8	8	-1		6	9	20	3	0	0	0	0	275	0	0	0		-1	4130408
4120409	勇士的巨龙手套	5	20	2	1	120		勇士的巨龙手套	1	1000	0	0	1	0	4	120						9	9	-1		2	9	20	3	545	0	0	0	0	0	0	0		-1	4130409
4120500	少校的巨龙头盔	5	13	2	1	120		少校的巨龙头盔	1	1000	0	0	1	0	5	120	1205	5				0	0	-1		1	10	20	3	0	0	11918	0	0	0	0	0		-1	4130500
4120501	少校的巨龙项链	5	23	2	1	120		少校的巨龙项链	1	1000	0	0	1	0	5	120	1205	5				1	1	-1		4	10	20	3	0	0	0	0	0	0	385	0		-1	4130501
4120502	少校的巨龙肩甲	5	21	2	1	120		少校的巨龙肩甲	1	1000	0	0	1	0	5	120	1205	5				2	2	-1		5	10	20	3	0	0	0	0	0	0	0	385		-1	4130502
4120503	少校的巨龙武器	5	24	2	1	120		少校的巨龙武器	1	1000	0	0	1	0	5	120	1205	5				3	3	-1		2	10	20	3	1589	0	0	0	0	0	0	0		-1	4130503
4120504	少校的巨龙胸甲	5	14	2	1	120		少校的巨龙胸甲	1	1000	0	0	1	0	5	120	1205	5				4	4	-1		3	10	20	3	0	953	0	0	0	0	0	0		-1	4130504
4120505	少校的巨龙戒指	5	22	2	1	120		少校的巨龙戒指	1	1000	0	0	1	0	5	120	1205	5				5	5	-1		7	10	20	3	0	0	0	0	0	385	0	0		-1	4130505
4120506	少校的巨龙裤子	5	16	2	1	120		少校的巨龙裤子	1	1000	0	0	1	0	5	120	1205	5				6	6	-1		3	10	20	3	0	409	0	0	0	0	0	0		-1	4130506
4120507	少校的巨龙腰带	5	15	2	1	120		少校的巨龙腰带	1	1000	0	0	1	0	5	120	1205	5				7	7	-1		1	10	20	3	0	0	5108	0	0	0	0	0		-1	4130507
4120508	少校的巨龙鞋子	5	17	2	1	120		少校的巨龙鞋子	1	1000	0	0	1	0	5	120	1205	5				8	8	-1		6	10	20	3	0	0	0	0	385	0	0	0		-1	4130508
4120509	少校的巨龙手套	5	20	2	1	120		少校的巨龙手套	1	1000	0	0	1	0	5	120	1205	5				9	9	-1		2	10	20	3	681	0	0	0	0	0	0	0		-1	4130509
4120600	将军的巨龙头盔	5	13	2	1	120		将军的巨龙头盔	1	1000	0	0	1	0	6	120	1206	6				0	0	-1		1	11	20	3	0	0	16685	0	0	0	0	0		-1	4130600
4120601	将军的巨龙项链	5	23	2	1	120		将军的巨龙项链	1	1000	0	0	1	0	6	120	1206	6				1	1	-1		4	11	20	3	0	0	0	0	0	0	495	0		-1	4130601
4120602	将军的巨龙肩甲	5	21	2	1	120		将军的巨龙肩甲	1	1000	0	0	1	0	6	120	1206	6				2	2	-1		5	11	20	3	0	0	0	0	0	0	0	495		-1	4130602
4120603	将军的巨龙武器	5	24	2	1	120		将军的巨龙武器	1	1000	0	0	1	0	6	120	1206	6				3	3	-1		2	11	20	3	2225	0	0	0	0	0	0	0		-1	4130603
4120604	将军的巨龙胸甲	5	14	2	1	120		将军的巨龙胸甲	1	1000	0	0	1	0	6	120	1206	6				4	4	-1		3	11	20	3	0	1335	0	0	0	0	0	0		-1	4130604
4120605	将军的巨龙戒指	5	22	2	1	120		将军的巨龙戒指	1	1000	0	0	1	0	6	120	1206	6				5	5	-1		7	11	20	3	0	0	0	0	0	495	0	0		-1	4130605
4120606	将军的巨龙裤子	5	16	2	1	120		将军的巨龙裤子	1	1000	0	0	1	0	6	120	1206	6				6	6	-1		3	11	20	3	0	572	0	0	0	0	0	0		-1	4130606
4120607	将军的巨龙腰带	5	15	2	1	120		将军的巨龙腰带	1	1000	0	0	1	0	6	120	1206	6				7	7	-1		1	11	20	3	0	0	7151	0	0	0	0	0		-1	4130607
4120608	将军的巨龙鞋子	5	17	2	1	120		将军的巨龙鞋子	1	1000	0	0	1	0	6	120	1206	6				8	8	-1		6	11	20	3	0	0	0	0	495	0	0	0		-1	4130608
4120609	将军的巨龙手套	5	20	2	1	120		将军的巨龙手套	1	1000	0	0	1	0	6	120	1206	6				9	9	-1		2	11	20	3	953	0	0	0	0	0	0	0		-1	4130609
4120700	元帅的巨龙头盔	5	13	2	1	120		元帅的巨龙头盔	1	1000	0	0	1	0	7	120	1207	7				0	0	-1		1	12	20	3	0	0	23835	0	0	0	0	0		-1	4130700
4120701	元帅的巨龙项链	5	23	2	1	120		元帅的巨龙项链	1	1000	0	0	1	0	7	120	1207	7				1	1	-1		4	12	20	3	0	0	0	0	0	0	605	0		-1	4130701
4120702	元帅的巨龙肩甲	5	21	2	1	120		元帅的巨龙肩甲	1	1000	0	0	1	0	7	120	1207	7				2	2	-1		5	12	20	3	0	0	0	0	0	0	0	605		-1	4130702
4120703	元帅的巨龙武器	5	24	2	1	120		元帅的巨龙武器	1	1000	0	0	1	0	7	120	1207	7				3	3	-1		2	12	20	3	3178	0	0	0	0	0	0	0		-1	4130703
4120704	元帅的巨龙胸甲	5	14	2	1	120		元帅的巨龙胸甲	1	1000	0	0	1	0	7	120	1207	7				4	4	-1		3	12	20	3	0	1907	0	0	0	0	0	0		-1	4130704
4120705	元帅的巨龙戒指	5	22	2	1	120		元帅的巨龙戒指	1	1000	0	0	1	0	7	120	1207	7				5	5	-1		7	12	20	3	0	0	0	0	0	605	0	0		-1	4130705
4120706	元帅的巨龙裤子	5	16	2	1	120		元帅的巨龙裤子	1	1000	0	0	1	0	7	120	1207	7				6	6	-1		3	12	20	3	0	817	0	0	0	0	0	0		-1	4130706
4120707	元帅的巨龙腰带	5	15	2	1	120		元帅的巨龙腰带	1	1000	0	0	1	0	7	120	1207	7				7	7	-1		1	12	20	3	0	0	10215	0	0	0	0	0		-1	4130707
4120708	元帅的巨龙鞋子	5	17	2	1	120		元帅的巨龙鞋子	1	1000	0	0	1	0	7	120	1207	7				8	8	-1		6	12	20	3	0	0	0	0	605	0	0	0		-1	4130708
4120709	元帅的巨龙手套	5	20	2	1	120		元帅的巨龙手套	1	1000	0	0	1	0	7	120	1207	7				9	9	-1		2	12	20	3	1362	0	0	0	0	0	0	0		-1	4130709
4130300	新兵的噬魂头盔	5	13	2	1	130		新兵的噬魂头盔	1	1000	0	0	1	0	3	130						0	0	-1		1	8	20	3	0	0	8938	0	0	0	0	0		-1	4140300
4130301	新兵的噬魂项链	5	23	2	1	130		新兵的噬魂项链	1	1000	0	0	1	0	3	130						1	1	-1		4	8	20	3	0	0	0	0	0	0	300	0		-1	4140301
4130302	新兵的噬魂肩甲	5	21	2	1	130		新兵的噬魂肩甲	1	1000	0	0	1	0	3	130						2	2	-1		5	8	20	3	0	0	0	0	0	0	0	300		-1	4140302
4130303	新兵的噬魂武器	5	24	2	1	130		新兵的噬魂武器	1	1000	0	0	1	0	3	130						3	3	-1		2	8	20	3	1192	0	0	0	0	0	0	0		-1	4140303
4130304	新兵的噬魂胸甲	5	14	2	1	130		新兵的噬魂胸甲	1	1000	0	0	1	0	3	130						4	4	-1		3	8	20	3	0	715	0	0	0	0	0	0		-1	4140304
4130305	新兵的噬魂戒指	5	22	2	1	130		新兵的噬魂戒指	1	1000	0	0	1	0	3	130						5	5	-1		7	8	20	3	0	0	0	0	0	300	0	0		-1	4140305
4130306	新兵的噬魂裤子	5	16	2	1	130		新兵的噬魂裤子	1	1000	0	0	1	0	3	130						6	6	-1		3	8	20	3	0	306	0	0	0	0	0	0		-1	4140306
4130307	新兵的噬魂腰带	5	15	2	1	130		新兵的噬魂腰带	1	1000	0	0	1	0	3	130						7	7	-1		1	8	20	3	0	0	3830	0	0	0	0	0		-1	4140307
4130308	新兵的噬魂鞋子	5	17	2	1	130		新兵的噬魂鞋子	1	1000	0	0	1	0	3	130						8	8	-1		6	8	20	3	0	0	0	0	300	0	0	0		-1	4140308
4130309	新兵的噬魂手套	5	20	2	1	130		新兵的噬魂手套	1	1000	0	0	1	0	3	130						9	9	-1		2	8	20	3	511	0	0	0	0	0	0	0		-1	4140309
4130400	勇士的噬魂头盔	5	13	2	1	130		勇士的噬魂头盔	1	1000	0	0	1	0	4	130						0	0	-1		1	9	20	3	0	0	11172	0	0	0	0	0		-1	4140400
4130401	勇士的噬魂项链	5	23	2	1	130		勇士的噬魂项链	1	1000	0	0	1	0	4	130						1	1	-1		4	9	20	3	0	0	0	0	0	0	300	0		-1	4140401
4130402	勇士的噬魂肩甲	5	21	2	1	130		勇士的噬魂肩甲	1	1000	0	0	1	0	4	130						2	2	-1		5	9	20	3	0	0	0	0	0	0	0	300		-1	4140402
4130403	勇士的噬魂武器	5	24	2	1	130		勇士的噬魂武器	1	1000	0	0	1	0	4	130						3	3	-1		2	9	20	3	1490	0	0	0	0	0	0	0		-1	4140403
4130404	勇士的噬魂胸甲	5	14	2	1	130		勇士的噬魂胸甲	1	1000	0	0	1	0	4	130						4	4	-1		3	9	20	3	0	894	0	0	0	0	0	0		-1	4140404
4130405	勇士的噬魂戒指	5	22	2	1	130		勇士的噬魂戒指	1	1000	0	0	1	0	4	130						5	5	-1		7	9	20	3	0	0	0	0	0	300	0	0		-1	4140405
4130406	勇士的噬魂裤子	5	16	2	1	130		勇士的噬魂裤子	1	1000	0	0	1	0	4	130						6	6	-1		3	9	20	3	0	383	0	0	0	0	0	0		-1	4140406
4130407	勇士的噬魂腰带	5	15	2	1	130		勇士的噬魂腰带	1	1000	0	0	1	0	4	130						7	7	-1		1	9	20	3	0	0	4788	0	0	0	0	0		-1	4140407
4130408	勇士的噬魂鞋子	5	17	2	1	130		勇士的噬魂鞋子	1	1000	0	0	1	0	4	130						8	8	-1		6	9	20	3	0	0	0	0	300	0	0	0		-1	4140408
4130409	勇士的噬魂手套	5	20	2	1	130		勇士的噬魂手套	1	1000	0	0	1	0	4	130						9	9	-1		2	9	20	3	638	0	0	0	0	0	0	0		-1	4140409
4130500	少校的噬魂头盔	5	13	2	1	130		少校的噬魂头盔	1	1000	0	0	1	0	5	130	1305	5				0	0	-1		1	10	20	3	0	0	13965	0	0	0	0	0		-1	4140500
4130501	少校的噬魂项链	5	23	2	1	130		少校的噬魂项链	1	1000	0	0	1	0	5	130	1305	5				1	1	-1		4	10	20	3	0	0	0	0	0	0	420	0		-1	4140501
4130502	少校的噬魂肩甲	5	21	2	1	130		少校的噬魂肩甲	1	1000	0	0	1	0	5	130	1305	5				2	2	-1		5	10	20	3	0	0	0	0	0	0	0	420		-1	4140502
4130503	少校的噬魂武器	5	24	2	1	130		少校的噬魂武器	1	1000	0	0	1	0	5	130	1305	5				3	3	-1		2	10	20	3	1862	0	0	0	0	0	0	0		-1	4140503
4130504	少校的噬魂胸甲	5	14	2	1	130		少校的噬魂胸甲	1	1000	0	0	1	0	5	130	1305	5				4	4	-1		3	10	20	3	0	1117	0	0	0	0	0	0		-1	4140504
4130505	少校的噬魂戒指	5	22	2	1	130		少校的噬魂戒指	1	1000	0	0	1	0	5	130	1305	5				5	5	-1		7	10	20	3	0	0	0	0	0	420	0	0		-1	4140505
4130506	少校的噬魂裤子	5	16	2	1	130		少校的噬魂裤子	1	1000	0	0	1	0	5	130	1305	5				6	6	-1		3	10	20	3	0	479	0	0	0	0	0	0		-1	4140506
4130507	少校的噬魂腰带	5	15	2	1	130		少校的噬魂腰带	1	1000	0	0	1	0	5	130	1305	5				7	7	-1		1	10	20	3	0	0	5985	0	0	0	0	0		-1	4140507
4130508	少校的噬魂鞋子	5	17	2	1	130		少校的噬魂鞋子	1	1000	0	0	1	0	5	130	1305	5				8	8	-1		6	10	20	3	0	0	0	0	420	0	0	0		-1	4140508
4130509	少校的噬魂手套	5	20	2	1	130		少校的噬魂手套	1	1000	0	0	1	0	5	130	1305	5				9	9	-1		2	10	20	3	798	0	0	0	0	0	0	0		-1	4140509
4130600	将军的噬魂头盔	5	13	2	1	130		将军的噬魂头盔	1	1000	0	0	1	0	6	130	1306	6				0	0	-1		1	11	20	3	0	0	19551	0	0	0	0	0		-1	4140600
4130601	将军的噬魂项链	5	23	2	1	130		将军的噬魂项链	1	1000	0	0	1	0	6	130	1306	6				1	1	-1		4	11	20	3	0	0	0	0	0	0	540	0		-1	4140601
4130602	将军的噬魂肩甲	5	21	2	1	130		将军的噬魂肩甲	1	1000	0	0	1	0	6	130	1306	6				2	2	-1		5	11	20	3	0	0	0	0	0	0	0	540		-1	4140602
4130603	将军的噬魂武器	5	24	2	1	130		将军的噬魂武器	1	1000	0	0	1	0	6	130	1306	6				3	3	-1		2	11	20	3	2607	0	0	0	0	0	0	0		-1	4140603
4130604	将军的噬魂胸甲	5	14	2	1	130		将军的噬魂胸甲	1	1000	0	0	1	0	6	130	1306	6				4	4	-1		3	11	20	3	0	1564	0	0	0	0	0	0		-1	4140604
4130605	将军的噬魂戒指	5	22	2	1	130		将军的噬魂戒指	1	1000	0	0	1	0	6	130	1306	6				5	5	-1		7	11	20	3	0	0	0	0	0	540	0	0		-1	4140605
4130606	将军的噬魂裤子	5	16	2	1	130		将军的噬魂裤子	1	1000	0	0	1	0	6	130	1306	6				6	6	-1		3	11	20	3	0	670	0	0	0	0	0	0		-1	4140606
