npcid	npcname	npctype	level	resid	headResId	bodyResId	boss	forceId	exp	minMoney	maxMoney	bindMoney	magicSoul	totalMagicSoul	xp	zp	lootNpc	lootWorld	maxHP	maxMP	phyAtk	iceAtk	fireAtk	phyRit	iceRit	fireRit	speed	dodge	hit	critAtk	critRit	slowRitRate	exposeArmorRitRate	weakRitRate	fixedRitRate	blowFlyRitRate	lullRitRate	tiredRitRate	silenceRitRate	bloodRitRate	lightRitRate	charmRitRate	comaRitRate	agedRitRate	gossip	lockType	function	desc	funcResId	resRate	musicId	questHatred	shieldFunc	showName
bossdps039	失心雷震子	2	39	21019	30		1	2	20000	20000	20000	0					1107		58103071	58103071	267	0	0	15000	130	0	130	500	20000	2000	0	10000									0					0				10				
bossdps040	失心雷震子	2	40	21019	30		1	2	20000	20000	20000	0					1107		70685483	70685483	348	0	0	15000	130	0	130	500	20000	2000	17	10000									0					0				10				
bossdps041	失心雷震子	2	41	21019	30		1	2	20000	20000	20000	0					1107		73408378	73408378	356	0	0	15000	130	0	130	500	20000	2000	44	10000									0					0				10				
bossdps042	失心雷震子	2	42	21019	30		1	2	20000	20000	20000	0					1107		76164211	76164211	364	0	0	15000	130	0	130	500	20000	2000	71	10000									0					0				10				
bossdps043	失心雷震子	2	43	21019	30		1	2	20000	20000	20000	0					1107		78942004	78942004	372	0	0	15000	130	0	130	500	20000	2000	98	10000									0					0				10				
bossdps044	失心雷震子	2	44	21019	30		1	2	20000	20000	20000	0					1107		81390414	81390414	380	0	0	15000	130	0	130	500	20000	2000	125	10000									0					0				10				
bossdps045	失心雷震子	2	45	21019	30		1	2	20000	20000	20000	0					1107		98814747	98814747	388	0	0	15000	130	0	130	500	20000	2000	151	10000									0					0				10				
bossdps046	失心雷震子	2	46	21019	30		1	2	20000	20000	20000	0					1107		102888111	102888111	396	0	0	15000	130	0	130	500	20000	2000	189	10000									0					0				10				
bossdps047	失心雷震子	2	47	21019	30		1	2	20000	20000	20000	0					1107		107027351	107027351	404	0	0	15000	130	0	130	500	20000	2000	227	10000									0					0				10				
bossdps048	失心雷震子	2	48	21019	30		1	2	20000	20000	20000	0					1107		111243447	111243447	412	0	0	15000	130	0	130	500	20000	2000	265	10000									0					0				10				
bossdps049	失心雷震子	2	49	21019	30		1	2	20000	20000	20000	0					1107		114032219	114032219	420	0	0	15000	130	0	130	500	20000	2000	303	10000									0					0				10				
bossdps050	失心雷震子	2	50	21019	30		1	2	20000	20000	20000	0					1107		139372711	139372711	428	0	0	15000	130	0	130	500	20000	2000	341	10000									0					0				10				
bossdps051	失心雷震子	2	51	21019	30		1	2	20000	20000	20000	0					1107		143237466	143237466	436	0	0	15000	130	0	130	500	20000	2000	374	10000									0					0				10				
bossdps052	失心雷震子	2	52	21019	30		1	2	20000	20000	20000	0					1107		147113200	147113200	444	0	0	15000	130	0	130	500	20000	2000	407	10000									0					0				10				
bossdps053	失心雷震子	2	53	21019	30		1	2	20000	20000	20000	0					1107		150428984	150428984	451	0	0	15000	130	0	130	500	20000	2000	440	10000									0					0				10				
bossdps054	失心雷震子	2	54	21019	30		1	2	20000	20000	20000	0					1107		154304718	154304718	459	0	0	15000	130	0	130	500	20000	2000	473	10000									0					0				10				
bossdps055	失心雷震子	2	55	21019	30		1	2	20000	20000	20000	0					1107		158169473	158169473	467	0	0	15000	130	0	130	500	20000	2000	508	10000									0					0				10				
bossdps056	失心雷震子	2	56	21019	30		1	2	20000	20000	20000	0					1107		162045207	162045207	475	0	0	15000	130	0	130	500	20000	2000	604	10000									0					0				10				
bossdps057	失心雷震子	2	57	21019	30		1	2	20000	20000	20000	0					1107		165360990	165360990	483	0	0	15000	130	0	130	500	20000	2000	700	10000									0					0				10				
bossdps058	失心雷震子	2	58	21019	30		1	2	20000	20000	20000	0					1107		169236724	169236724	491	0	0	15000	130	0	130	500	20000	2000	796	10000									0					0				10				
bossdps059	失心雷震子	2	59	21019	30		1	2	20000	20000	20000	0					1107		173101479	173101479	499	0	0	15000	130	0	130	500	20000	2000	892	10000									0					0				10				
bossdps060	失心雷震子	2	60	21019	30		1	2	20000	20000	20000	0					1107		176977213	176977213	507	0	0	15000	130	0	130	500	20000	2000	990	10000									0					0				10				
bossdps061	失心雷震子	2	61	21019	30		1	2	20000	20000	20000	0					1107		180852947	180852947	515	0	0	15000	130	0	130	500	20000	2000	1091	10000									0					0				10				
bossdps062	失心雷震子	2	62	21019	30		1	2	20000	20000	20000	0					1107		185277651	185277651	523	0	0	15000	130	0	130	500	20000	2000	1192	10000									0					0				10				
bossdps063	失心雷震子	2	63	21019	30		1	2	20000	20000	20000	0					1107		189702357	189702357	531	0	0	15000	130	0	130	500	20000	2000	1293	10000									0					0				10				
bossdps064	失心雷震子	2	64	21019	30		1	2	20000	20000	20000	0					1107		193567111	193567111	539	0	0	15000	130	0	130	500	20000	2000	1394	10000									0					0				10				
bossdps065	失心雷震子	2	65	21019	30		1	2	20000	20000	20000	0					1107		232181719	232181719	546	0	0	15000	130	0	130	500	20000	2000	1494	10000									0					0				10				
bossdps066	失心雷震子	2	66	21019	30		1	2	20000	20000	20000	0					1107		236716217	236716217	554	0	0	15000	130	0	130	500	20000	2000	1668	10000									0					0				10				
bossdps067	失心雷震子	2	67	21019	30		1	2	20000	20000	20000	0					1107		241909481	241909481	562	0	0	15000	130	0	130	500	20000	2000	1842	10000									0					0				10				
bossdps068	失心雷震子	2	68	21019	30		1	2	20000	20000	20000	0					1107		247102745	247102745	570	0	0	15000	130	0	130	500	20000	2000	2016	10000									0					0				10				
bossdps069	失心雷震子	2	69	21019	30		1	2	20000	20000	20000	0					1107		251637244	251637244	578	0	0	15000	130	0	130	500	20000	2000	2190	10000									0					0				10				
bossdps070	失心雷震子	2	70	21019	30		1	2	20000	20000	20000	0					1107		275737063	275737063	586	0	0	15000	130	0	130	500	20000	2000	2365	10000									0					0				10				
bossdps071	失心雷震子	2	71	21019	30		1	2	20000	20000	20000	0					1107		281303627	281303627	594	0	0	15000	130	0	130	500	20000	2000	2512	10000									0					0				10				
bossdps072	失心雷震子	2	72	21019	30		1	2	20000	20000	20000	0					1107		287572874	287572874	602	0	0	15000	130	0	130	500	20000	2000	2659	10000									0					0				10				
bossdps073	失心雷震子	2	73	21019	30		1	2	20000	20000	20000	0					1107		293139438	293139438	610	0	0	15000	130	0	130	500	20000	2000	2806	10000									0					0				10				
bossdps074	失心雷震子	2	74	21019	30		1	2	20000	20000	20000	0					1107		299408685	299408685	618	0	0	15000	130	0	130	500	20000	2000	2953	10000									0					0				10				
bossdps075	失心雷震子	2	75	21019	30		1	2	20000	20000	20000	0					1107		354646129	354646129	626	0	0	15000	130	0	130	500	20000	2000	3098	10000									0					0				10				
bossdps076	失心雷震子	2	76	21019	30		1	2	20000	20000	20000	0					1107		361936461	361936461	634	0	0	15000	130	0	130	500	20000	2000	3272	10000									0					0				10				
bossdps077	失心雷震子	2	77	21019	30		1	2	20000	20000	20000	0					1107		368414317	368414317	641	0	0	15000	130	0	130	500	20000	2000	3446	10000									0					0				10				
bossdps078	失心雷震子	2	78	21019	30		1	2	20000	20000	20000	0					1107		375704649	375704649	649	0	0	15000	130	0	130	500	20000	2000	3620	10000									0					0				10				
bossdps079	失心雷震子	2	79	21019	30		1	2	20000	20000	20000	0					1107		382182505	382182505	657	0	0	15000	130	0	130	500	20000	2000	3794	10000									0					0				10				
bossdps080	失心雷震子	2	80	21019	30		1	2	20000	20000	20000	0					1107		458368675	458368675	665	0	0	15000	130	0	130	500	20000	2000	3968	10000									0					0				10				
bossdps130	九尾狐	2	30	21007	30		1	2	20000	20000	20000	0					1108		22310174	22310174	211	0	0	15000	130	0	130	500	20000	2000	0	10000									0					0				10				
bossdps131	九尾狐	2	31	21007	30		1	2	20000	20000	20000	0					1108		24169355	24169355	217	0	0	15000	130	0	130	500	20000	2000	0	10000									0					0				10				
bossdps132	九尾狐	2	32	21007	30		1	2	20000	20000	20000	0					1108		26116372	26116372	223	0	0	15000	130	0	130	500	20000	2000	0	10000									0					0				10				
bossdps133	九尾狐	2	33	21007	30		1	2	20000	20000	20000	0					1108		28151223	28151223	230	0	0	15000	130	0	130	500	20000	2000	0	10000									0					0				10				
bossdps134	九尾狐	2	34	21007	30		1	2	20000	20000	20000	0					1108		30273911	30273911	236	0	0	15000	130	0	130	500	20000	2000	0	10000									0					0				10				
bossdps135	九尾狐	2	35	21007	30		1	2	20000	20000	20000	0					1108		33414024	33414024	242	0	0	15000	130	0	130	500	20000	2000	0	10000									0					0				10				
bossdps136	九尾狐	2	36	21007	30		1	2	20000	20000	20000	0					1108		51998516	51998516	248	0	0	15000	130	0	130	500	20000	2000	0	10000									0					0				10				
bossdps137	九尾狐	2	37	21007	30		1	2	20000	20000	20000	0					1108		54216358	54216358	254	0	0	15000	130	0	130	500	20000	2000	0	10000									0					0				10				
bossdps138	九尾狐	2	38	21007	30		1	2	20000	20000	20000	0					1108		56148735	56148735	261	0	0	15000	130	0	130	500	20000	2000	0	10000									0					0				10				
bossdps139	九尾狐	2	39	21007	30		1	2	20000	20000	20000	0					1108		58103071	58103071	267	0	0	15000	130	0	130	500	20000	2000	0	10000									0					0				10				
bossdps140	九尾狐	2	40	21007	30		1	2	20000	20000	20000	0					1108		70685483	70685483	348	0	0	15000	130	0	130	500	20000	2000	17	10000									0					0				10				
bossdps141	九尾狐	2	41	21007	30		1	2	20000	20000	20000	0					1108		73408378	73408378	356	0	0	15000	130	0	130	500	20000	2000	44	10000									0					0				10				
bossdps142	九尾狐	2	42	21007	30		1	2	20000	20000	20000	0					1108		76164211	76164211	364	0	0	15000	130	0	130	500	20000	2000	71	10000									0					0				10				
bossdps143	九尾狐	2	43	21007	30		1	2	20000	20000	20000	0					1108		78942004	78942004	372	0	0	15000	130	0	130	500	20000	2000	98	10000									0					0				10				
bossdps144	九尾狐	2	44	21007	30		1	2	20000	20000	20000	0					1108		81390414	81390414	380	0	0	15000	130	0	130	500	20000	2000	125	10000									0					0				10				
bossdps145	九尾狐	2	45	21007	30		1	2	20000	20000	20000	0					1108		98814747	98814747	388	0	0	15000	130	0	130	500	20000	2000	151	10000									0					0				10				
bossdps146	九尾狐	2	46	21007	30		1	2	20000	20000	20000	0					1108		102888111	102888111	396	0	0	15000	130	0	130	500	20000	2000	189	10000									0					0				10				
bossdps147	九尾狐	2	47	21007	30		1	2	20000	20000	20000	0					1108		107027351	107027351	404	0	0	15000	130	0	130	500	20000	2000	227	10000									0					0				10				
bossdps148	九尾狐	2	48	21007	30		1	2	20000	20000	20000	0					1108		111243447	111243447	412	0	0	15000	130	0	130	500	20000	2000	265	10000									0					0				10				
bossdps149	九尾狐	2	49	21007	30		1	2	20000	20000	20000	0					1108		114032219	114032219	420	0	0	15000	130	0	130	500	20000	2000	303	10000									0					0				10				
bossdps150	九尾狐	2	50	21007	30		1	2	20000	20000	20000	0					1108		139372711	139372711	428	0	0	15000	130	0	130	500	20000	2000	341	10000									0					0				10				
bossdps151	九尾狐	2	51	21007	30		1	2	20000	20000	20000	0					1108		143237466	143237466	436	0	0	15000	130	0	130	500	20000	2000	374	10000									0					0				10				
bossdps152	九尾狐	2	52	21007	30		1	2	20000	20000	20000	0					1108		147113200	147113200	444	0	0	15000	130	0	130	500	20000	2000	407	10000									0					0				10				
bossdps153	九尾狐	2	53	21007	30		1	2	20000	20000	20000	0					1108		150428984	150428984	451	0	0	15000	130	0	130	500	20000	2000	440	10000									0					0				10				
bossdps154	九尾狐	2	54	21007	30		1	2	20000	20000	20000	0					1108		154304718	154304718	459	0	0	15000	130	0	130	500	20000	2000	473	10000									0					0				10				
bossdps155	九尾狐	2	55	21007	30		1	2	20000	20000	20000	0					1108		158169473	158169473	467	0	0	15000	130	0	130	500	20000	2000	508	10000									0					0				10				
bossdps156	九尾狐	2	56	21007	30		1	2	20000	20000	20000	0					1108		162045207	162045207	475	0	0	15000	130	0	130	500	20000	2000	604	10000									0					0				10				
bossdps157	九尾狐	2	57	21007	30		1	2	20000	20000	20000	0					1108		165360990	165360990	483	0	0	15000	130	0	130	500	20000	2000	700	10000									0					0				10				
bossdps158	九尾狐	2	58	21007	30		1	2	20000	20000	20000	0					1108		169236724	169236724	491	0	0	15000	130	0	130	500	20000	2000	796	10000									0					0				10				
bossdps159	九尾狐	2	59	21007	30		1	2	20000	20000	20000	0					1108		173101479	173101479	499	0	0	15000	130	0	130	500	20000	2000	892	10000									0					0				10				
bossdps160	九尾狐	2	60	21007	30		1	2	20000	20000	20000	0					1108		176977213	176977213	507	0	0	15000	130	0	130	500	20000	2000	990	10000									0					0				10				
bossdps161	九尾狐	2	61	21007	30		1	2	20000	20000	20000	0					1108		180852947	180852947	515	0	0	15000	130	0	130	500	20000	2000	1091	10000									0					0				10				
bossdps162	九尾狐	2	62	21007	30		1	2	20000	20000	20000	0					1108		185277651	185277651	523	0	0	15000	130	0	130	500	20000	2000	1192	10000									0					0				10				
bossdps163	九尾狐	2	63	21007	30		1	2	20000	20000	20000	0					1108		189702357	189702357	531	0	0	15000	130	0	130	500	20000	2000	1293	10000									0					0				10				
bossdps164	九尾狐	2	64	21007	30		1	2	20000	20000	20000	0					1108		193567111	193567111	539	0	0	15000	130	0	130	500	20000	2000	1394	10000									0					0				10				
bossdps165	九尾狐	2	65	21007	30		1	2	20000	20000	20000	0					1108		232181719	232181719	546	0	0	15000	130	0	130	500	20000	2000	1494	10000									0					0				10				
bossdps166	九尾狐	2	66	21007	30		1	2	20000	20000	20000	0					1108		236716217	236716217	554	0	0	15000	130	0	130	500	20000	2000	1668	10000									0					0				10				
bossdps167	九尾狐	2	67	21007	30		1	2	20000	20000	20000	0					1108		241909481	241909481	562	0	0	15000	130	0	130	500	20000	2000	1842	10000									0					0				10				
bossdps168	九尾狐	2	68	21007	30		1	2	20000	20000	20000	0					1108		247102745	247102745	570	0	0	15000	130	0	130	500	20000	2000	2016	10000									0					0				10				
bossdps169	九尾狐	2	69	21007	30		1	2	20000	20000	20000	0					1108		251637244	251637244	578	0	0	15000	130	0	130	500	20000	2000	2190	10000									0					0				10				
bossdps170	九尾狐	2	70	21007	30		1	2	20000	20000	20000	0					1108		275737063	275737063	586	0	0	15000	130	0	130	500	20000	2000	2365	10000									0					0				10				
bossdps171	九尾狐	2	71	21007	30		1	2	20000	20000	20000	0					1108		281303627	281303627	594	0	0	15000	130	0	130	500	20000	2000	2512	10000									0					0				10				
bossdps172	九尾狐	2	72	21007	30		1	2	20000	20000	20000	0					1108		287572874	287572874	602	0	0	15000	130	0	130	500	20000	2000	2659	10000									0					0				10				
bossdps173	九尾狐	2	73	21007	30		1	2	20000	20000	20000	0					1108		293139438	293139438	610	0	0	15000	130	0	130	500	20000	2000	2806	10000									0					0				10				
bossdps174	九尾狐	2	74	21007	30		1	2	20000	20000	20000	0					1108		299408685	299408685	618	0	0	15000	130	0	130	500	20000	2000	2953	10000									0					0				10				
bossdps175	九尾狐	2	75	21007	30		1	2	20000	20000	20000	0					1108		354646129	354646129	626	0	0	15000	130	0	130	500	20000	2000	3098	10000									0					0				10				
bossdps176	九尾狐	2	76	21007	30		1	2	20000	20000	20000	0					1108		361936461	361936461	634	0	0	15000	130	0	130	500	20000	2000	3272	10000									0					0				10				
bossdps177	九尾狐	2	77	21007	30		1	2	20000	20000	20000	0					1108		368414317	368414317	641	0	0	15000	130	0	130	500	20000	2000	3446	10000									0					0				10				
bossdps178	九尾狐	2	78	21007	30		1	2	20000	20000	20000	0					1108		375704649	375704649	649	0	0	15000	130	0	130	500	20000	2000	3620	10000									0					0				10				
bossdps179	九尾狐	2	79	21007	30		1	2	20000	20000	20000	0					1108		382182505	382182505	657	0	0	15000	130	0	130	500	20000	2000	3794	10000									0					0				10				
bossdps180	九尾狐	2	80	21007	30		1	2	20000	20000	20000	0					1108		458368675	458368675	665	0	0	15000	130	0	130	500	20000	2000	3968	10000									0					0				10				
																											130														0													
01vipfbn01	VIP副本仙子	1	1	10145	23	17	0	1	0	0	0	0							588832	588832	221925	0	0	15000	130	0	130	0	15000	500	500	0									0				力拔山兮气盖世，时不利兮骓不逝！\n骓不逝兮可奈何？妲己、妲己，奈若何？	1				10				
																											130														0													
01vipfb001	玄天兽	2	30	20076	29		0	2	2100	300	300	0							30480	30480	136	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01vipfb002	玄天兽	2	35	20076	29		0	2	2900	300	300	0							45650	45650	156	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01vipfb003	玄天兽	2	40	20076	29		0	2	3100	300	300	0							64380	64380	176	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01vipfb004	玄天兽	2	45	20076	29		0	2	5600	300	300	0							90000	90000	196	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01vipfb005	玄天兽	2	50	20076	29		0	2	11300	300	300	0							126940	126940	216	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01vipfb006	玄天兽	2	55	20076	29		0	2	14600	300	300	0							144060	144060	236	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01vipfb007	玄天兽	2	60	20076	29		0	2	19000	300	300	0							161190	161190	256	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01vipfb008	玄天兽	2	65	20076	29		0	2	24700	300	300	0							211470	211470	276	0	0	15000	130	0	130	2101	12873	2097	1494	0									0					0				10				
01vipfb009	玄天兽	2	70	20076	29		0	2	32100	300	300	0							251140	251140	296	0	0	15000	130	0	130	2265	13644	2596	2365	0									0					0				10				
01vipfb010	玄天兽	2	75	20076	29		0	2	41800	300	300	0							323010	323010	316	0	0	15000	130	0	130	2712	14530	3229	3098	0									0					0				10				
01vipfb011	玄天兽	2	1	20076	29		0	2	500	300	300	0							8000	8000	20	0	0	15000	130	0	130	0	10000	0	0	0									0					0				10				
01vipfb012	玄天兽	2	5	20076	29		0	2	620	300	300	0							10000	10000	36	0	0	15000	130	0	130	2	10000	0	0	0									0					0				10				
01vipfb013	玄天兽	2	10	20076	29		0	2	770	300	300	0							12000	12000	56	0	0	15000	130	0	130	7	10000	0	0	0									0					0				10				
01vipfb014	玄天兽	2	15	20076	29		0	2	960	300	300	0							15000	15000	76	0	0	15000	130	0	130	16	10000	0	0	0									0					0				10				
01vipfb015	玄天兽	2	20	20076	29		0	2	1200	300	300	0							18000	18000	96	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01vipfb016	玄天兽	2	25	20076	29		0	2	1700	300	300	0							20000	20000	116	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
																											130														0													
02vipfb001	朱虹碟	2	30	20076	29		0	2	3600	600	600	0							60960	60960	209	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
02vipfb002	朱虹碟	2	35	20076	29		0	2	4800	600	600	0							91300	91300	163	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
02vipfb003	朱虹碟	2	40	20076	29		0	2	5200	600	600	0							128760	128760	187	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
02vipfb004	朱虹碟	2	45	20076	29		0	2	9400	600	600	0							180000	180000	211	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
02vipfb005	朱虹碟	2	50	20076	29		0	2	18800	600	600	0							253880	253880	235	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
02vipfb006	朱虹碟	2	55	20076	29		0	2	24400	600	600	0							288120	288120	259	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
02vipfb007	朱虹碟	2	60	20076	29		0	2	31700	600	600	0							322380	322380	283	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
02vipfb008	朱虹碟	2	65	20076	29		0	2	41200	600	600	0							422940	422940	307	0	0	15000	130	0	130	2101	12873	2097	1494	0									0					0				10				
02vipfb009	朱虹碟	2	70	20076	29		0	2	53600	600	600	0							502280	502280	331	0	0	15000	130	0	130	2265	13644	2596	2365	0									0					0				10				
02vipfb010	朱虹碟	2	75	20076	29		0	2	69600	600	600	0							646020	646020	355	0	0	15000	130	0	130	2712	14530	3229	3098	0									0					0				10				
02vipfb011	朱虹碟	2	1	20076	29		0	2	820	600	600	0							16000	16000	379	0	0	15000	130	0	130	0	10000	0	0	0									0					0				10				
02vipfb012	朱虹碟	2	5	20076	29		0	2	1020	600	600	0							20000	20000	24	0	0	15000	130	0	130	2	10000	0	0	0									0					0				10				
02vipfb013	朱虹碟	2	10	20076	29		0	2	1280	600	600	0							24000	24000	43	0	0	15000	130	0	130	7	10000	0	0	0									0					0				10				
02vipfb014	朱虹碟	2	15	20076	29		0	2	1600	600	600	0							30000	30000	67	0	0	15000	130	0	130	16	10000	0	0	0									0					0				10				
02vipfb015	朱虹碟	2	20	20076	29		0	2	2000	600	600	0							36000	36000	91	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
02vipfb016	朱虹碟	2	25	20076	29		0	2	2800	600	600	0							40000	40000	115	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
																											130														0													
03vipfb001	青魂凰	2	30	20076	29		0	2	5700	1200	1200	0							76200	76200	190	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
03vipfb002	青魂凰	2	35	20076	29		0	2	7600	1200	1200	0							114125	114125	218	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
03vipfb003	青魂凰	2	40	20076	29		0	2	8300	1200	1200	0							160950	160950	246	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
03vipfb004	青魂凰	2	45	20076	29		0	2	15000	1200	1200	0							225000	225000	274	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
03vipfb005	青魂凰	2	50	20076	29		0	2	30000	1200	1200	0							317350	317350	302	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
03vipfb006	青魂凰	2	55	20076	29		0	2	39000	1200	1200	0							360150	360150	330	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
03vipfb007	青魂凰	2	60	20076	29		0	2	50700	1200	1200	0							402975	402975	358	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
03vipfb008	青魂凰	2	65	20076	29		0	2	65900	1200	1200	0							528675	528675	386	0	0	15000	130	0	130	2101	12873	2097	1494	0									0					0				10				
03vipfb009	青魂凰	2	70	20076	29		0	2	85700	1200	1200	0							627850	627850	414	0	0	15000	130	0	130	2265	13644	2596	2365	0									0					0				10				
03vipfb010	青魂凰	2	75	20076	29		0	2	111400	1200	1200	0							807525	807525	442	0	0	15000	130	0	130	2712	14530	3229	3098	0									0					0				10				
03vipfb011	青魂凰	2	1	20076	29		0	2	1310	1200	1200	0							20000	20000	28	0	0	15000	130	0	130	0	10000	0	0	0									0					0				10				
03vipfb012	青魂凰	2	5	20076	29		0	2	1640	1200	1200	0							25000	25000	50	0	0	15000	130	0	130	2	10000	0	0	0									0					0				10				
03vipfb013	青魂凰	2	10	20076	29		0	2	2050	1200	1200	0							30000	30000	78	0	0	15000	130	0	130	7	10000	0	0	0									0					0				10				
03vipfb014	青魂凰	2	15	20076	29		0	2	2560	1200	1200	0							37500	37500	106	0	0	15000	130	0	130	16	10000	0	0	0									0					0				10				
03vipfb015	青魂凰	2	20	20076	29		0	2	3200	1200	1200	0							45000	45000	134	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
03vipfb016	青魂凰	2	25	20076	29		0	2	4500	1200	1200	0							50000	50000	162	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
																											130														0													
																											130														0													
01cbtboss	魔王之魂	2	50	21020			1	2	61500	1200	1200	0					1140		375718	375718	546	0	300	15000	130	0	130	3000	20000	4000	4000	0									0					0				10				
																											130														0													
																											130														0													
																											130														0													
01LXA001	找死小怪1	2	30	20064	29		0	2	500	1200	1200	0							726773	726773	2425	0	0	15000	130	0	130	0	15000	500	500	0									0					0				10				
01LXA002	找死BOSS1	2	35	21000	30		1	2	61500	1200	1200	0							726773	726773	2425	0	0	15000	130	0	130	0	15000	500	500	0									0					0				10				
01LXA003	找死小怪2	2	32	20065	29		0	2	61500	1200	1200	0							726773	726773	2425	0	0	15000	130	0	130	0	15000	500	500	0									0					0				10				
01LXA004	找死小怪3	2	33	20066	29		0	2	61500	1200	1200	0							726773	726773	2425	0	0	15000	130	0	130	500	15000	500	500	0									0					0				10				
01LXA005	找死BOSS2	2	40	21001	30		1	2	61500	1200	1200	0							726773	726773	2425	0	0	15000	130	0	130	500	15000	500	500	0									0					0				10				
																											130														0													
																											130														0													
																											130														0													
01kld1101	饿猴	2	20	20023	29		0	2	825	0	0	0				5			759	759	96	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1102	面具妖	2	20	20008	29		0	2	880	0	0	0				5			812	812	96	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1103	撸妖	2	20	20036	29		0	2	940	0	0	0				5			866	866	96	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1104	饿猴	2	20	20023	29		0	2	995	0	0	0				5			919	919	96	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1105	面具妖	2	20	20008	29		0	2	1050	0	0	0				5			972	972	96	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1106	撸妖	2	20	20036	29		0	2	1100	0	0	0				5			1026	1026	101	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1107	饿猴	2	20	20023	29		0	2	1150	0	0	0				5			1079	1079	101	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1108	面具妖	2	20	20008	29		0	2	1250	0	0	0				5			1132	1132	101	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1109	撸妖	2	20	20036	29		0	2	1300	0	0	0				5			1185	1185	101	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1110	饿猴	2	20	20023	29		0	2	1350	0	0	0				5			1239	1239	101	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1111	面具妖	2	20	20008	29		0	2	1400	0	0	0				5			1292	1292	106	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1112	撸妖	2	20	20036	29		0	2	1450	0	0	0				5			1345	1345	106	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1113	饿猴	2	20	20023	29		0	2	1500	0	0	0				5			1399	1399	106	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1114	面具妖	2	20	20008	29		0	2	1550	0	0	0				5			1452	1452	106	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1115	撸妖	2	20	20036	29		0	2	1650	0	0	0				5			1505	1505	106	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1116	饿猴	2	20	20023	29		0	2	1700	0	0	0				5			1558	1558	111	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1117	面具妖	2	20	20008	29		0	2	1750	0	0	0				5			1612	1612	111	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1118	撸妖	2	20	20036	29		0	2	1800	0	0	0				5			1665	1665	111	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1119	饿猴	2	20	20023	29		0	2	1850	0	0	0				5			1718	1718	111	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1120	面具妖	2	20	20008	29		0	2	1900	0	0	0				5			1771	1771	111	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1121	撸妖	2	20	20036	29		0	2	2000	0	0	0				5			2834	2834	123	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01kld1122	饿猴	2	20	20023	29		0	2	2050	0	0	0				5			3897	3897	129	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
